ReadyMade,FrozenFoods,Alcohol,FreshVegetables,Milk,BakeryGoods,FreshMeat,Toiletries,Snacks,TinnedGoods
0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,1,1
1,1,0,0,0,0,0,0,1,1
1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,1,1
0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,1
0,1,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,0,0,1,1
1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,1
1,0,0,0,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,1
1,1,1,0,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,1,0,0,1,1
0,1,0,1,0,1,0,0,1,1
1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,1
0,1,0,0,0,0,0,0,0,1
1,0,0,1,1,1,0,0,1,1
0,1,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,1,1
1,0,1,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,1,1
0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,1
0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,1,0,1,1,1
0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1
0,0,1,0,1,0,0,0,1,1
0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,1,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,1,0,0,0,1
1,1,1,1,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1
1,1,1,0,1,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,1,0,1,1
1,0,1,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,1
0,0,0,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,1
1,0,0,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,1
0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,0,1,1,1,0
1,0,0,0,0,0,0,0,1,0
1,1,1,0,1,1,0,1,1,0
1,0,1,0,0,1,0,0,1,1
1,0,1,0,1,1,0,0,1,1
1,0,0,0,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0
1,1,1,1,1,1,1,0,1,1
1,0,1,0,0,1,0,0,0,0
1,1,0,1,1,1,0,0,0,1
1,0,1,0,0,0,0,0,1,1
1,1,1,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,0,1,0,0
1,0,0,0,0,1,0,0,0,0
1,1,1,0,1,1,0,1,1,0
1,0,1,1,1,1,0,0,1,1
1,1,1,0,1,1,0,0,0,0
1,1,1,0,1,1,1,0,1,1
1,0,1,0,0,1,0,0,1,1
1,1,1,0,1,1,0,0,1,1
1,1,1,0,1,1,0,0,1,1
1,1,1,1,1,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0
1,1,1,0,0,1,0,0,1,0
1,1,1,0,1,0,0,0,1,0
1,1,0,1,1,1,1,1,1,1
1,0,1,0,1,1,0,0,1,0
1,1,1,0,0,1,0,0,1,1
1,1,1,0,1,1,0,0,1,1
1,0,1,1,1,1,0,0,1,1
1,1,1,0,1,1,1,0,1,1
1,0,1,0,1,1,0,0,1,1
1,1,1,1,0,1,0,0,1,1
1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,0,0,1,1
1,1,1,0,0,1,0,0,1,1
0,1,1,0,1,1,0,0,1,1
1,1,1,0,1,0,0,0,0,1
1,0,1,0,1,1,0,0,1,1
0,1,1,1,1,1,0,1,0,1
1,1,1,0,1,0,0,0,1,1
1,1,1,0,1,1,0,0,0,1
1,1,1,0,1,1,0,0,0,1
1,1,1,1,1,1,0,1,1,1
1,1,1,0,1,1,0,0,0,1
1,1,1,0,1,0,1,0,1,1
1,1,0,0,1,1,0,0,1,1
1,1,1,0,1,1,1,1,1,1
1,1,1,0,1,0,1,1,1,1
1,1,1,0,1,1,0,0,1,1
1,1,1,0,1,1,1,0,1,1
1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,0,0,1,0,0,1,1
0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,1,0,0,1,1
1,1,1,0,1,1,0,0,1,1
1,1,1,1,0,1,0,1,1,1
1,0,0,0,1,1,0,0,1,1
1,0,1,0,1,0,1,0,0,1
1,0,1,0,1,1,0,0,1,1
1,1,1,1,0,0,1,0,1,1
1,0,1,0,0,1,0,0,1,1
1,1,1,0,1,1,0,0,1,1
1,1,1,0,0,1,1,0,1,1
1,0,1,1,1,0,0,0,0,1
0,1,0,0,1,0,0,0,0,1
0,1,0,0,0,0,0,1,0,1
0,1,1,1,1,1,0,1,0,1
1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,0,0,0,1
1,1,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,1
0,1,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,1,1
0,0,0,0,0,1,0,0,1,1
1,0,1,0,1,1,0,1,1,0
0,0,0,1,0,0,0,0,1,1
1,0,0,0,0,1,0,0,1,0
0,1,1,0,0,0,0,1,1,0
1,1,0,0,0,1,0,0,0,0
0,1,1,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0
1,1,1,0,0,1,0,0,1,1
0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,1
1,0,0,0,1,1,0,0,1,0
0,1,0,0,0,1,0,1,1,1
0,1,1,0,0,1,0,1,1,1
1,1,1,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,1,0
1,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,1
0,1,0,0,0,1,0,0,0,0
0,1,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,1,0
0,1,1,0,1,1,0,0,1,0
0,0,0,0,1,1,0,0,1,0
0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,1,1
0,1,1,1,1,1,0,0,1,1
0,0,0,0,0,1,0,0,0,0
1,1,0,0,1,1,0,0,0,1
1,1,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0
1,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,1,0
0,1,0,0,1,1,0,1,1,1
0,0,0,0,1,0,0,0,0,0
0,0,0,1,1,1,0,0,1,1
0,0,1,0,0,1,0,1,1,0
0,1,0,1,0,1,0,0,1,0
1,0,0,0,0,1,0,0,0,0
1,0,0,0,1,1,0,0,0,0
1,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0
0,0,1,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,1,0,0,1,0
1,1,0,0,0,1,0,0,1,0
0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,1,0
1,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,1,0,1,0
0,1,0,0,0,1,0,0,0,1
1,1,1,0,1,1,1,0,1,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,0,1,1,1
1,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,1
1,1,1,0,1,1,0,1,1,1
0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,1
0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,0,1,1,0
0,0,1,0,0,1,0,0,1,0
0,1,0,0,0,1,0,0,1,1
0,0,1,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,1,0,0,1,1
1,1,0,1,1,1,0,1,1,1
1,0,0,0,1,1,0,0,0,1
1,1,1,0,0,1,0,0,0,0
1,1,1,0,1,1,0,0,1,1
1,0,0,0,1,1,0,0,1,1
0,1,1,0,0,1,0,0,1,0
0,1,0,0,0,1,0,0,1,1
1,1,1,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,1,1
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,0,0,1,0
1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,1,0,0,1,1
1,1,0,0,1,0,0,0,1,0
0,0,1,1,0,0,0,1,1,1
1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,0,0,1,1
0,1,1,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,1,0,0,1,1
0,1,0,1,1,0,0,0,0,1
0,1,1,0,0,1,0,1,1,0
1,0,0,0,0,1,0,0,1,0
0,1,0,0,0,1,0,0,0,0
1,1,1,0,1,1,0,1,1,1
0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,0,1,1
1,0,1,0,1,1,0,0,1,0
1,1,0,0,1,1,0,0,0,1
0,0,0,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,0,0,0,0
0,1,0,0,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,0,0
1,1,0,0,1,1,0,1,0,1
0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,0,0,1,1
0,0,0,1,0,1,0,0,1,1
1,1,1,0,0,1,0,1,0,1
0,0,0,0,0,0,0,1,1,1
0,0,0,0,1,1,0,1,0,0
0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,0,1,1
0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,1,0,1,1,1
0,0,0,1,0,0,0,1,1,1
0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,1,0,0,0,1
0,0,1,0,0,1,0,0,1,0
0,1,1,0,0,1,0,0,1,0
1,0,1,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,0,0,1,0
0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
1,1,1,0,1,1,0,1,0,1
0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,1,0,1,1,0
1,1,0,0,0,0,0,0,1,1
0,1,0,0,0,1,0,1,0,1
1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,1,1,0,1,1,0,1,1,1
0,0,0,0,1,1,0,0,0,0
1,1,1,1,0,1,1,0,0,0
0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,1,1
0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,1,1
1,0,0,0,0,1,0,1,1,0
0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,1,1,0
0,0,0,0,0,1,0,0,0,1
1,0,1,0,0,1,0,0,1,0
1,1,1,0,0,1,0,0,1,0
0,1,1,1,1,1,0,0,0,1
1,1,1,0,1,1,0,1,1,1
0,1,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,0
0,1,1,0,1,1,0,0,1,0
1,1,1,0,1,1,0,0,1,0
1,1,0,0,1,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0
1,0,1,0,1,1,0,0,1,1
1,1,1,1,1,1,0,0,1,1
0,1,0,0,0,0,0,0,1,0
0,1,1,0,1,1,0,1,1,0
1,1,1,0,0,1,0,0,1,0
1,1,1,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,1
0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0
1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0
0,1,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,1,0
1,1,1,0,0,1,0,1,1,0
1,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,0,0,0,1
1,1,1,1,1,1,0,1,1,1
0,1,1,0,0,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,1,0
0,1,1,0,0,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0
1,1,1,1,0,1,0,1,1,1
0,1,1,0,0,1,0,0,0,0
0,1,1,0,0,0,0,0,1,1
0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,1,0
0,1,1,1,1,1,0,0,1,1
0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,1
0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,1,0,0,0,1
1,1,1,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,1,0
0,1,1,0,1,0,0,0,1,0
0,1,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0
0,1,1,0,0,1,1,1,1,0
1,1,1,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,1,0
0,0,1,0,0,1,0,1,1,0
0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,1,0,1,1,0
0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,1,0
1,1,1,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,1,0,0,1,0
0,1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,1
0,0,1,0,0,1,0,1,1,0
0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,1,0
